Index,BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
2685,2,17000,80,1 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2686,2,35000,1000,2 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2687,3,30000,1600,6 out of 10,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2688,4,30000,1800,6 out of 8,Super Area,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner
2689,2,13000,400,Ground out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2690,2,13000,900,Ground out of 3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2691,1,11000,480,4 out of 5,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent
2692,1,13000,180,2 out of 2,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Owner
2693,2,33000,1000,1 out of 3,Carpet Area,Delhi,Unfurnished,Bachelors,2,Contact Agent
2694,3,25000,1120,2 out of 3,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2695,3,70000,1800,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2696,3,30000,1200,1 out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2697,1,9000,550,1 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
2698,2,14500,1400,3 out of 4,Super Area,Delhi,Unfurnished,Bachelors,1,Contact Owner
2699,3,50000,1600,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2700,1,20000,650,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
2701,4,15000,120,Ground out of 2,Super Area,Delhi,Furnished,Bachelors/Family,4,Contact Owner
2702,2,7500,450,1 out of 3,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2703,1,13500,520,Ground out of 4,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2704,1,14000,850,2 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors,1,Contact Owner
2705,2,18000,850,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2706,2,14000,585,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2707,3,65000,1600,Ground out of 4,Carpet Area,Delhi,Furnished,Bachelors/Family,2,Contact Agent
2708,2,22000,950,2 out of 5,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2709,1,4000,120,1 out of 2,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2710,2,10000,500,3 out of 3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2711,1,7500,200,2 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Agent
2712,1,17000,550,2 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2713,1,18000,650,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
2714,4,70000,2800,6 out of 10,Carpet Area,Delhi,Unfurnished,Bachelors,4,Contact Agent
2715,1,10000,50,3 out of 4,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2716,2,15000,550,4 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2717,2,16500,90,4 out of 5,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2719,1,7500,150,4 out of 4,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2720,2,6000,450,1 out of 3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2721,2,18000,750,4 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,2,Contact Owner
2722,2,18000,975,Ground out of 3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2723,3,8000,106,Ground out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2724,2,14000,750,4 out of 6,Super Area,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2725,2,11000,80,2 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2726,3,25000,96,2 out of 5,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2727,1,9000,500,1 out of 3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2728,3,47000,1550,Ground out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2729,2,20000,1000,3 out of 3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2730,1,6000,400,2 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2731,1,5000,450,1 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2732,2,20000,1000,3 out of 4,Super Area,Delhi,Semi-Furnished,Family,1,Contact Owner
2733,1,10000,450,2 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2734,3,15000,100,3 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2735,2,13500,550,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2736,1,5500,400,2 out of 3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2737,1,14000,60,1 out of 5,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2738,4,18000,900,3 out of 5,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2739,1,20000,700,1 out of 5,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2740,2,9300,500,2 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2742,2,7500,400,2 out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Owner
2743,3,30000,1500,1 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,2,Contact Agent
2744,2,13000,70,2 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2745,2,8500,60,2 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2746,3,44300,200,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2747,2,45000,1650,2 out of 4,Carpet Area,Delhi,Furnished,Bachelors,2,Contact Agent
2748,2,30000,1150,3 out of 3,Carpet Area,Delhi,Unfurnished,Bachelors,2,Contact Agent
2749,2,40000,1800,Ground out of 3,Carpet Area,Delhi,Furnished,Bachelors,2,Contact Agent
2751,2,12000,900,1 out of 2,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2752,2,13500,700,1 out of 2,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2753,2,30000,900,2 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2754,1,9500,400,2 out of 2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2756,3,30000,2000,Ground out of 2,Super Area,Delhi,Unfurnished,Bachelors/Family,3,Contact Owner
2757,2,9000,450,1 out of 3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2758,2,13000,400,2 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Agent
2759,2,7000,500,1 out of 5,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2760,1,18000,450,1 out of 4,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Agent
2761,1,3500,350,1 out of 3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2762,4,65000,272,1 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,4,Contact Agent
2763,1,19000,545,2 out of 3,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2764,2,23000,84,Ground out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2765,1,12000,600,2 out of 4,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2766,2,15000,75,3 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2767,3,38000,165,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Owner
2768,3,50000,1100,1 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,3,Contact Agent
2769,1,6500,500,3 out of 3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2770,3,35000,150,1 out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2771,2,15000,70,2 out of 5,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2772,3,30000,250,1 out of 2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2773,2,10000,70,1 out of 5,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2774,1,18000,300,3 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Agent
2775,3,30000,1800,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2776,1,16000,400,3 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
2777,3,22000,1250,2 out of 3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2778,2,9000,480,1 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2779,2,20200,84,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2780,2,19500,84,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2781,2,21000,600,3 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2782,2,20000,600,Ground out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2783,2,13000,720,2 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2784,2,6500,75,1 out of 1,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2785,3,25000,1000,1 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2786,2,20000,900,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2787,2,33000,2200,1 out of 1,Carpet Area,Delhi,Semi-Furnished,Family,2,Contact Owner
2788,3,18000,900,Ground out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2789,1,13000,550,3 out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2790,2,10000,450,4 out of 5,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2791,2,10000,470,2 out of 4,Super Area,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2792,3,23000,125,3 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2793,1,20000,400,3 out of 4,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Agent
2795,3,25000,1500,5 out of 10,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2796,2,21000,80,3 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2797,3,30000,1100,3 out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2798,2,22000,1000,4 out of 5,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2799,2,14000,800,3 out of 5,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2800,2,7000,50,2 out of 5,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2801,2,18500,1000,2 out of 5,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2802,1,8500,550,2 out of 3,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Agent
2803,1,8000,450,Ground out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Agent
2804,2,10000,670,2 out of 4,Super Area,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2805,2,15000,700,1 out of 3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2806,3,37000,125,3 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors,2,Contact Owner
2808,2,12000,650,2 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent
2809,2,13000,550,1 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,2,Contact Agent
2810,2,22000,84,Ground out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2811,1,4000,90,Ground out of 2,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2812,2,12000,1000,1 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2813,1,9000,65,3 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2814,2,14000,75,2 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2815,1,15000,250,Ground out of 4,Carpet Area,Delhi,Furnished,Bachelors,1,Contact Agent
2816,2,12500,900,3 out of 4,Super Area,Delhi,Unfurnished,Bachelors,2,Contact Owner
2817,3,30000,900,3 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2818,2,9500,650,Ground out of 3,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2819,2,15000,900,4 out of 5,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2820,1,12000,800,3 out of 5,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2821,1,8000,410,2 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Owner
2822,3,70000,1500,2 out of 3,Super Area,Delhi,Furnished,Bachelors/Family,3,Contact Owner
2824,3,31500,1800,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2825,2,30000,1400,Ground out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2826,3,60000,1600,3 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner
2827,3,35000,1200,3 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2828,3,55000,1150,2 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent
2829,2,20000,110,Ground out of 2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2830,1,6500,300,3 out of 3,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2831,2,17000,750,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2832,1,9300,450,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Agent
2833,2,7500,410,2 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2834,2,20000,800,2 out of 5,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2835,3,18000,120,4 out of 5,Super Area,Delhi,Furnished,Bachelors/Family,3,Contact Owner
2836,1,15000,650,2 out of 4,Carpet Area,Delhi,Furnished,Bachelors,1,Contact Agent
2837,2,13000,400,2 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Agent
2838,2,20000,810,3 out of 3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2839,3,12000,700,1 out of 3,Super Area,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2840,2,40000,1125,Ground out of 2,Super Area,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2841,2,8000,600,4 out of 5,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2843,3,68000,1450,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2844,3,18000,110,1 out of 5,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2847,3,75000,2500,1 out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors,4,Contact Agent
2850,1,10000,240,4 out of 5,Super Area,Delhi,Semi-Furnished,Bachelors,1,Contact Owner
2851,3,24000,1250,2 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,2,Contact Agent
2852,3,28000,1000,2 out of 5,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2853,3,28000,900,2 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,2,Contact Owner
2854,2,18000,900,Ground out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2855,3,27000,1250,3 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent
2856,2,17000,650,2 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
2858,2,25000,900,2 out of 3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2859,3,16500,1250,2 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,2,Contact Agent
2860,2,14000,60,3 out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Owner
2861,2,18000,90,3 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2862,2,10000,55,3 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2863,2,10000,50,1 out of 2,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2865,2,25000,680,2 out of 4,Carpet Area,Delhi,Furnished,Bachelors,1,Contact Agent
2866,2,22999,756,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2867,2,6000,500,2 out of 3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2868,2,40000,900,Ground out of 3,Carpet Area,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2870,1,13000,40,3 out of 3,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Agent
2871,1,14000,100,3 out of 3,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Agent
2872,2,20000,950,2 out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2873,1,5500,200,1 out of 4,Carpet Area,Delhi,Furnished,Bachelors,1,Contact Owner
2874,2,32000,900,Ground out of 4,Carpet Area,Delhi,Furnished,Bachelors/Family,2,Contact Agent
2875,2,8000,750,1 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2876,3,25000,1400,3 out of 4,Carpet Area,Delhi,Unfurnished,Family,3,Contact Agent
2877,2,28000,100,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2878,2,22000,100,1 out of 2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2879,1,21000,100,Ground out of 1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
2880,2,30000,1000,2 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2881,1,12000,400,2 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent
2882,1,15000,70,2 out of 3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2883,1,18000,450,Ground,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2884,2,18000,900,3 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2885,1,10000,42,Ground out of 3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2886,1,16000,400,2 out of 4,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Agent
2887,2,20000,900,3 out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Owner
2888,4,28000,1500,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2889,1,7000,70,1 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2890,2,30000,450,Ground out of 1,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2891,2,15000,900,Ground out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2892,1,8000,500,1 out of 5,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2893,1,9000,400,2 out of 3,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
2894,3,33500,150,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2895,1,9500,450,1 out of 3,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2896,2,10000,540,1 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2897,1,20000,400,3 out of 4,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Agent
2898,1,10000,450,2 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent
2899,1,15000,700,4 out of 5,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2900,3,55000,1450,Ground out of 4,Carpet Area,Delhi,Furnished,Bachelors,2,Contact Agent
2901,2,20000,1000,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2902,2,16000,550,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2903,2,23000,900,2 out of 3,Carpet Area,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2905,2,25000,1100,Ground out of 3,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2906,1,9000,600,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Agent
2907,1,11000,450,3 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors,1,Contact Owner
2908,2,11500,550,2 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent
2909,3,16000,1000,1 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
2910,3,23000,1250,2 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,2,Contact Agent
2911,4,30000,1950,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent
2913,1,3500,25,3 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2914,2,12100,700,3 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Agent
2915,2,19000,1800,1 out of 2,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Owner
2916,2,40000,1000,3 out of 3,Super Area,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2917,2,8000,200,2 out of 3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2918,3,42000,1700,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2919,3,13000,70,Ground out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2920,3,44000,1700,3 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2921,1,11000,450,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Agent
2922,3,40000,1350,2 out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2924,2,13000,650,2 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
2925,2,17500,650,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2926,3,14500,1250,1 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent
2927,3,24000,1250,2 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,2,Contact Agent
2928,3,30000,1000,3 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2929,1,10000,500,2 out of 3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2930,1,10000,500,3 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
2933,2,32000,1150,1 out of 4,Super Area,Delhi,Unfurnished,Bachelors,2,Contact Owner
2935,1,5500,30,2 out of 3,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2936,1,6000,50,3 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Owner
2937,3,30000,1205,2 out of 4,Super Area,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2938,3,42000,1450,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2939,1,5500,200,2 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2940,2,7000,350,2 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2941,2,10000,700,Ground out of 1,Super Area,Delhi,Unfurnished,Bachelors,1,Contact Owner
2942,1,17000,400,3 out of 4,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Agent
2943,1,18000,700,1 out of 5,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2944,2,14000,1000,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2945,1,17000,450,1 out of 4,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Agent
2946,3,27000,1200,10 out of 10,Super Area,Delhi,Semi-Furnished,Family,2,Contact Owner
2947,3,25000,1200,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2948,2,23000,900,3 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2949,2,24500,84,1 out of 4,Carpet Area,Delhi,Furnished,Bachelors,2,Contact Agent
2950,1,10000,200,1 out of 2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2951,2,35000,1300,2 out of 3,Super Area,Delhi,Unfurnished,Bachelors,2,Contact Agent
2952,2,27000,1300,Ground out of 2,Carpet Area,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2953,1,7000,200,1 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Agent
2954,1,5000,300,Ground out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
2955,2,5000,550,3 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2956,2,12000,950,2 out of 2,Super Area,Delhi,Semi-Furnished,Bachelors,1,Contact Owner
2957,2,30000,750,2 out of 4,Carpet Area,Delhi,Furnished,Bachelors/Family,2,Contact Agent
2958,2,25000,950,Ground out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2959,1,6000,350,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
2960,3,45000,2000,3 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,3,Contact Owner
2961,3,40000,180,Ground out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,3,Contact Agent
2962,2,8500,60,2 out of 5,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2963,2,16500,950,2 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Agent
2965,3,52000,200,2 out of 3,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2966,1,12500,450,2 out of 3,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Agent
2967,2,14000,600,3 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2968,1,15000,350,1 out of 3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2969,1,5000,300,1 out of 3,Carpet Area,Delhi,Furnished,Bachelors,1,Contact Owner
